"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"199338","occ","","","20580","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.500000","27.500000","US","Florida","Manatee","based on political unit","1","",""
"199352","occ","","","20581","Parelephas n. sp. floridanus","species","49985","subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","3132","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.500000","27.500000","US","Florida","Manatee","based on political unit","1","small collection","Bradenton"
"199361","occ","","","20585","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-118.199997","34.000000","US","California","Los Angeles","based on political unit","1","small collection","Rolling Hills Estates"
"199376","occ","9859","","20586","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-96.599998","32.799999","US","Texas","Dallas","based on political unit","1","",""
"199396","occ","","","20590","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-103.900002","50.799999","CA","Saskatchewan","","based on nearby landmark","1","",""
"199408","occ","","","20591","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-81.066666","31.916668","US","Georgia","Chatham","estimated from map","minutes","","shown on map as being about 1 km NW of Jones Girls, so coordinate for that collection is used\n""southwestern end of Skidaway Island"""
"199514","occ","","","20603","Mammuthus cf. imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2784","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","5","specimens","-95.900002","32.799999","US","Texas","Rains","based on political unit","1","","8 km SSW of Point"
"199567","occ","","","20605","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1907","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.300003","37.200001","US","Kansas","Meade","based on political unit","1","","Big Springs Ranch"
"199597","occ","","","20609","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-122.275002","38.035000","US","California","Contra Costa","based on political unit","3","","San Pablo Bay"
"199612","occ","","","20612","cf. Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","2501","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-112.900002","42.799999","US","Idaho","Power","based on political unit","1","small collection","beneath Interstate 86, near Massacre Rocks State Park"
"199630","occ","","","20613","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-81.099998","32.000000","US","Georgia","Chatham","stated in text","minutes","","no details given"
"199647","occ","","","20615","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.699997","50.099998","CA","Alberta","","based on nearby landmark","1","small collection",""
"199671","occ","","","20617","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1766","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-105.000000","37.299999","US","Colorado","Las Animas","based on political unit","1","","Donnelly Ranch"
"199696","occ","","","20621","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3553","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-108.199997","44.983334","US","Wyoming","Big Horn","stated in text","minutes","outcrop","""NW 1/4, SE 1/4, sec #28, T58N, R94W... a 26 m deep sinkhole"" with a ""4.6 m-diameter"" (NW 1/4 SW 1/4 according to Martin et al. 1977)"
"199756","occ","9908","","20626","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection","Unit 2"
"199765","occ","","","20627","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","2048","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection",""
"199775","occ","","","20629","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.099998","29.799999","US","Florida","Alachua","based on political unit","1","",""
"199793","occ","","","20633","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3477","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","2","specimens","-111.000000","29.400000","MX","Sonora","","based on nearby landmark","1","small collection","Rio Santo Domingo, 33 km NNE of Hermosillo"
"199843","occ","","","20636","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-81.449997","28.716667","US","Florida","Orange","based on nearby landmark","minutes","outcrop","6 km S of Mt. Plymouth\n""6 miles north of Apopka, Orange County... north-central portion of section 15, T. 20 S., R. 28 E... from Rock Spring Run within 200 yards of the source"" according to Woolfenden 1959 (coordinate based on Rock Springs Run)"
"199851","occ","","","20637","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-122.275002","38.035000","US","California","Contra Costa","based on political unit","3","small collection","San Pablo Bay"
"199889","occ","","","20639","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-118.278893","33.749443","US","California","Los Angeles","based on political unit","seconds","",""
"199895","occ","9930","","20640","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3181","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.699997","52.099998","CA","Saskatchewan","","based on nearby landmark","1","","South Saskatchewan River"
"199919","occ","","","20641","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2589","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-111.199997","40.900002","US","Utah","Summit","based on political unit","1","","5 mi N of Park City"
"199936","occ","","","20642","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-121.500000","38.599998","US","California","Sacramento","based on political unit","1","","Sacramento"
"199972","occ","","","20647","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.599998","29.400000","US","Florida","Levy","based on political unit","1","small collection",""
"200021","occ","","","20653","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.199997","28.799999","US","Florida","Citrus","based on political unit","1","small collection",""
"277461","occ","","","26550","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","7294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-81.199997","26.500278","US","Florida","Hendry","based on political unit","seconds","outcrop","from a ""cow-pond on a large ranch in central Hendry County"""
"361735","occ","13594","","34269","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","14678","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.397499","27.638332","US","Florida","Indian River","based on nearby landmark","seconds","small collection","Vero, on the Atlantic Coast, Florida."
"362969","occ","","","34382","Archidiskodon imperator","species","44255","subjective synonym of","Mammuthus columbi","species","46017","Middle Pleistocene","","0.781","0.126","9039","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.186203","42.118900","US","Nebraska","Cherry","stated in text","4","small collection","within small side canyon on N side of North Branch of Middle Loup River, Sec. 18, T25N, R33W, Cherry Co., Nebraska. About 12 miles NW of Mullen, NE."
"362970","occ","","","34382","Parelephas columbi","species","49983","recombined as","Mammuthus columbi","species","46017","Middle Pleistocene","","0.781","0.126","9039","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.186203","42.118900","US","Nebraska","Cherry","stated in text","4","small collection","within small side canyon on N side of North Branch of Middle Loup River, Sec. 18, T25N, R33W, Cherry Co., Nebraska. About 12 miles NW of Mullen, NE."
"458376","occ","","","45173","Elephas cf. columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","11763","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","individuals","-103.333336","20.666668","MX","Jalisco","","based on nearby landmark","minutes","small collection","A skeleton of a giant mastodon was discovered some years ago in the valley of Zacualco, a score of miles south of Guadalajara. The lat long is for Guadalajara. (A search produced the town of Zacoalco, approximately 70 km south of Guadalajara, but nothing with the spelling given in the reference.)\nGeographic resolution set to small collection because there is just one skeleton (JA)."
"558981","occ","","","58089","Mammuthus cf. hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","15601","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.811386","27.830278","US","Florida","Brevard","estimated from map","seconds","","SW1/4 of NE1/4 of of section 34, T30S, R35E, Keanansville SE USGS 7.5 minute topographic map"
"596658","occ","","","63217","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18195","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-84.536667","43.763889","US","Michigan","Midland","estimated from map","seconds","","two miles east of Coleman in the extreme southwest corner of Sec. 22, T16N, R2W (Warren Twp.), Midland County."
"596682","occ","","","63218","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.326385","44.302776","US","Michigan","Ionia","estimated from map","seconds","","Sec. 18 T22N R8E"
"598149","occ","","","63386","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.310555","41.978611","US","Michigan","Berrien","estimated from map","seconds","","near Eu Claire, Berrien Township"
"598151","occ","","","63388","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.919167","42.963890","US","Michigan","Genesee","estimated from map","seconds","","near Lennon, Clayton Township"
"598166","occ","","","63389","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.068336","43.684166","US","Michigan","Huron","estimated from map","seconds","","near New Greenleaf, Sheridan Township"
"598167","occ","","","63390","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.269447","42.592777","US","Michigan","Ingham","estimated from map","seconds","","near Dansville, Ingham Township, Sec. 1, T2N, R1E"
"598178","occ","","","63391","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.121941","42.387501","US","Michigan","Jackson","estimated from map","seconds","","near Springport, Springport Township, Sec. 3, T1S, R3W"
"598179","occ","","","63392","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.186668","41.790279","US","Michigan","Lenawee","estimated from map","seconds","","Sec. 9, T8S, R2E"
"598196","occ","","","63394","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.703056","42.553890","US","Michigan","Livingston","estimated from map","seconds","","near South Lyon, Brighton Township, T2N, R6E"
"598293","occ","","","63407","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18240","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.042221","42.183887","US","Michigan","Washtenaw","estimated from map","seconds","","Sharon Township, Section 26, T3S, R3E"
"598295","occ","","","63409","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18241","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.137222","44.148609","US","Michigan","Arenac","estimated from map","seconds","","farm pond near Alger in the SE 1/4, NE 1/4, NW 1/4, Sec. 8 T20N, R3E, Moffat Township"
"598710","occ","","","63465","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.581947","41.764721","US","Michigan","Berrien","estimated from map","seconds","small collection","Two miles southeast of Three Oaks, Three Oaks Township, NE1/4 of section 24, T8S, R20W"
"598711","occ","","","63466","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.748055","42.486942","US","Michigan","Eaton","estimated from map","seconds","small collection","near Eaton Rapids, on Wilcox Road, Brookfield Township, NW1/4 of Section 11, T1N, R4W"
"598712","occ","","","63467","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.492226","42.458332","US","Michigan","Ingham","estimated from map","seconds","small collection","three miles west of Leslie, approximately Section 24, T1N, R2W"
"598714","occ","","","63468","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.571114","42.386112","US","Michigan","Jackson","estimated from map","seconds","small collection","southeast of Eaton Rapids, Tompkins Township in Section 17 T1S, R2W"
"598715","occ","","","63469","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.004997","43.415001","US","Michigan","Saginaw","estimated from map","seconds","small collection","Saginaw Township, Section 28, T12N, R4E"
"598716","occ","","","63470","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.208611","42.812222","US","Michigan","Shiawassee","estimated from map","seconds","small collection","near Perry, one mile away Perry Township, Section 22 T5N R2E"
"598717","occ","","","63471","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.618889","41.878334","US","Michigan","Berrien","based on nearby landmark","seconds","small collection","approximately 1/4 mile east and 1/8 mile north of Harbert, Chikaming Township in the SE1/4 SE1/4 SW1/4 section 10 T7S, R20W"
"598718","occ","","","63472","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.154724","43.362499","US","Michigan","Tuscola","estimated from map","seconds","small collection","near Marlette, 2 miles north and 3 miles west, Koylton TOWNSHIP, SW1/4 SECTION 22, T11N, R11E"
"598721","occ","","","63475","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.512497","42.313057","US","Michigan","Jackson","estimated from map","seconds","small collection","six miles northwest of Jackson, Sandstone Township, approximately sec. 11 T2S, R2W"
"598723","occ","","","63477","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.460556","43.050278","US","Michigan","Kent","estimated from map","seconds","small collection","Se1/4 NE1/4 of sec. 26 T8N, R10W"
"598729","occ","","","63483","Mammuthus jeffersoni","species","157594","misspelling of, subjective synonym of","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","18196","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.310837","42.207500","US","Michigan","Berrien","estimated from map","seconds","small collection","Watervliet Township, Sec. 17, T3S, R17W"
"599555","occ","","","63673","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.696388","44.077221","US","Michigan","Arenac","estimated from map","seconds","","Sec. 1 T19N R6E"
"599556","occ","","","63674","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.603889","42.484165","US","Michigan","Barry","estimated from map","seconds","","NW1/4 of Sec. 15 T1N R7W"
"599557","occ","","","63676","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.561386","41.950279","US","Michigan","Berrien","unpublished field data","seconds","","T6S R19W"
"599563","occ","","","63677","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.561943","41.805557","US","Michigan","Berrien","estimated from map","seconds","","NE1/4 Sec. 6 T8S R19W"
"599564","occ","","","63678","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.341667","42.122780","US","Michigan","Berrien","estimated from map","seconds","","precise locality unknown"
"599565","occ","","","63680","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.847504","41.816666","US","Michigan","Cass","estimated from map","seconds","","NW1/4 Sec. 32 T7S R13W"
"599567","occ","","","63681","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.650002","42.487221","US","Michigan","Eaton","estimated from map","seconds","","Sec. 10 T1N R3W"
"599568","occ","","","63682","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.746109","42.762779","US","Michigan","Eaton","estimated from map","seconds","","N of Grand Ledge, precise locality unknown"
"599569","occ","","","63683","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.835831","42.563610","US","Michigan","Eaton","estimated from map","seconds","","precise locality unknown"
"599570","occ","","","63684","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.476112","43.980556","US","Michigan","Gladwin","estimated from map","seconds","","Sec. 6 T18N, R1W"
"599571","occ","","","63685","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.846664","43.098057","US","Michigan","Ionia","estimated from map","seconds","","Sec. 12 T8N R5W"
"599572","occ","","","63686","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.349167","42.380001","US","Michigan","Jackson","estimated from map","seconds","","precise locality unknown"
"599573","occ","","","63687","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.676109","42.920555","US","Michigan","Kent","estimated from map","seconds","","Sec. 12 T6N R12W"
"599574","occ","","","63688","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.382225","43.183613","US","Michigan","Kent","estimated from map","seconds","","Sec. 9 T9N R9W"
"599575","occ","","","63689","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.560837","43.124722","US","Michigan","Kent","estimated from map","seconds","","Sec. 36 T9N R11W"
"599576","occ","","","63690","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.668053","42.963333","US","Michigan","Kent","estimated from map","seconds","","precise locality unknown"
"599577","occ","","","63691","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.839996","42.001389","US","Michigan","Lenawee","estimated from map","seconds","","Sec. 33 T5S R5E"
"599578","occ","","","63610","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-82.901390","42.761665","US","Michigan","Macomb","","seconds","","precise locality unknown"
"599579","occ","","","63692","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.496391","42.722500","US","Michigan","Oakland","estimated from map","seconds","","Sec. 27, T4N R8E"
"599580","occ","","","63693","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.033607","42.964722","US","Michigan","Ottawa","estimated from map","seconds","","Sec. 25 T7N R15W"
"599581","occ","","","63694","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.188332","42.798058","US","Michigan","Shiawassee","estimated from map","seconds","","Sec. 36 T5N R2E"
"599582","occ","","","63695","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.176666","43.005001","US","Michigan","Shiawassee","estimated from map","seconds","","Sec. 13 T7N R2E"
"599583","occ","","","63696","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-85.775276","42.324444","US","Michigan","Van Buren","estimated from map","seconds","","Sec. 1 T2S R13W"
"599584","occ","","","63237","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-83.527779","43.027222","US","Michigan","Genesee","unpublished field data","seconds","small collection","Sec. 9, T7N, R8E, Richfield Township"
"599585","occ","","","63697","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-86.040558","42.106388","US","Michigan","Van Buren","estimated from map","seconds","","Sec. 22 T4S R15W"
"599586","occ","","","63698","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","18184","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-84.024445","42.301945","US","Michigan","Washtenaw","estimated from map","seconds","","Sec. 13 T2S R3E"
"610356","occ","","","65405","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","18853","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-80.292503","32.559166","US","South Carolina","","estimated from map","seconds","",""
"610845","occ","","","65469","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","18867","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-74.166664","39.000000","US","New Jersey","","stated in text","degrees","","Loran readings are between E-W 42792-42797 and 26855-26857 N-S diagonals"
"613900","occ","","","65994","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","18912","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.161942","35.341389","US","California","San Luis Obispo","estimated from map","seconds","","Carrizo Plains"
"613905","occ","","","65997","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","18912","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.522781","35.518890","US","California","San Luis Obispo","estimated from map","seconds","",""
"614646","occ","","","66057","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","18912","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.451942","35.207222","US","California","San Luis Obispo","estimated from map","seconds","",""
"614647","occ","","","66058","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","18912","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.496109","35.028889","US","California","San Luis Obispo","estimated from map","seconds","",""
